StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q1,Q31,Q36_1,Q4,Q5,Q8,Q33_1,Q33_2,Q33_3,Q33_4,Q33_5,Q33_6,Q9,Q10,Q17,Q11,Q7,Q12,Q14,Q15,Q32,Q21,Q22,Q23,Q24,Q25,Q26,Q27,Q34,Q35
2023-11-29 20:59:26,2023-11-29 21:00:39,IP Address,71.215.88.195,100,73,True,2023-11-29 21:00:40,R_RfUvH9bdBbWNUhb,,,,,26.5921,-81.6784,anonymous,EN,I agree to participate.,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-11-29 21:57:52,2023-11-29 22:08:57,IP Address,73.179.252.189,100,665,True,2023-11-29 22:08:58,R_12rMo7p9LIOPHZm,,,,,26.2281,-80.1648,anonymous,EN,I agree to participate.,Yes,Broward,I had trouble finding a provider that met my needs.,"I was no longer eligible for the Florida School Readiness program (ELC voucher/subsidy).,Other",Available providers were too expensive.,2,3,1,5,4,6,"3 children  ","$0-25 ","5-year-old ","Home  ","Walking ",Less than 5 minutes,7,6,6+,Single,"English ",Very well,"Less than $14,000 ","High school graduate or GED completed ","Homemaking (not paid) ",No,Not Hispanic or Latino,"Black or African American,Other"
2023-11-30 02:14:46,2023-11-30 02:17:51,IP Address,107.115.227.90,100,185,True,2023-11-30 02:17:52,R_2fcUpfBVPXR7qHL,,,,,25.9562,-80.1828,anonymous,EN,I agree to participate.,Yes,Broward,I had trouble finding a provider that met my needs.,"I moved.,I decided to stay home with my child.,Other","Available providers were not conveniently located.,Available providers were not high quality.,None of the available providers were a good fit for my needs.,I did not feel comfortable with any available providers.",5,3,1,4,2,6,"3 children  ","$25-50 ","Less than 1 year-old,4-year-old ,6-years-old or older  ","Home  ","Personal motor vehicle ",5 to 10 minutes,7,7,5,Single,"English ",Very well,"Less than $14,000 ","Associate degree (AA, AS) ","Homemaking (not paid) ",No,Not Hispanic or Latino,Other
2023-11-30 02:37:56,2023-11-30 02:42:58,IP Address,99.127.57.224,100,302,True,2023-11-30 02:42:59,R_1Qi2UB5pxX4o421,,,,,26.737,-80.2758,anonymous,EN,I agree to participate.,Yes,Palm Beach,"My circumstances changed, and I no longer needed childcare for my child(ren).",I found family/friends to help with childcare.,I did not experience any challenges.,1,5,3,4,2,6,"1 child ","$0-25 ",Not Applicable,"Home  ","Personal motor vehicle ",5 to 10 minutes,7:30,5:30,2,Single,"English ",Very well,"$20,000 to 29,000 ","Bachelor’s degree (BA, BS, AB) ","Employed full-time ",No,Not Hispanic or Latino,White
2023-11-30 04:12:28,2023-11-30 04:12:46,IP Address,23.24.180.21,100,17,True,2023-11-30 04:12:46,R_3kbajRAahmHuwlY,,,,,26.6598,-80.2429,anonymous,EN,I agree to participate.,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-11-30 05:14:12,2023-11-30 05:17:25,IP Address,73.27.37.81,100,193,True,2023-11-30 05:17:25,R_2fl1Qbea67SOUo3,,,,,26.9835,-82.1319,anonymous,EN,I agree to participate.,Yes,Charlotte,I had trouble finding a provider that met my needs.,Other,Other,3,4,1,5,2,6,"1 child ","$100-150 ","4-year-old ","Work  ","Personal motor vehicle ",5 to 10 minutes,6,6,2,Single,"English ",Very well,"$20,000 to 29,000 ","Associate degree (AA, AS) ","Employed full-time ",No,Not Hispanic or Latino,Other
2023-11-30 06:03:16,2023-11-30 06:04:56,IP Address,174.212.40.151,100,99,True,2023-11-30 06:04:56,R_2YgDsWOHB4PbvSE,,,,,28.3939,-81.4216,anonymous,EN,I agree to participate.,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-11-30 07:14:18,2023-11-30 07:15:31,IP Address,174.203.37.235,100,73,True,2023-11-30 07:15:32,R_2EAwI63K7dQIyzV,,,,,30.4509,-91.1563,anonymous,EN,I agree to participate.,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-11-30 08:24:52,2023-11-30 08:28:20,IP Address,174.229.157.239,100,208,True,2023-11-30 08:28:21,R_SI7iyPkVyA8EMsV,,,,,27.9455,-82.4598,anonymous,EN,I agree to participate.,Yes,Hillsborough,I wanted to stay at my current childcare provider who did not participate in the Florida School Readiness program (ELC voucher/subsidy).,,Available providers were not conveniently located.,1,3,4,2,5,6,"2 children  ","$0-25 ",Not Applicable,"Home  ","Personal motor vehicle ",10 to 20 minutes,7 am,7 pm,5,"Divorced/Separated ","Spanish ",Very well,"$30,000 to $39,000  ","Bachelor’s degree (BA, BS, AB) ","Employed full-time ",No,Hispanic or Latino,White
2023-11-30 08:39:12,2023-11-30 08:45:38,IP Address,47.200.4.152,100,385,True,2023-11-30 08:45:38,R_cCtUbStya9hfDNf,,,,,28.0508,-82.4484,anonymous,EN,I agree to participate.,Yes,Hillsborough,I had trouble finding a provider that met my needs.,Other,I could not find a provider with openings to serve my child/children.,2,3,1,4,5,6,"3 children  ","$0-25 ",Less than 1 year-old,"My other children’s school  ","Personal motor vehicle ",20 to 30 minutes,7:49am,1:20pm,4,Single,"English ",Well,"Less than $14,000 ","High school graduate or GED completed ","Homemaking (not paid) ",No,Not Hispanic or Latino,Black or African American
2023-11-30 09:07:59,2023-11-30 09:08:14,IP Address,24.129.133.126,100,15,True,2023-11-30 09:08:15,R_12r9nmVelzyVneP,,,,,28.0109,-82.4948,anonymous,EN,I agree to participate.,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-11-30 09:26:05,2023-11-30 09:36:55,IP Address,131.148.84.150,100,650,True,2023-11-30 09:36:56,R_23f15eyBtX0jjjP,,,,,27.935,-82.3772,anonymous,EN,I agree to participate.,Yes,Miami-Dade,"My circumstances changed, and I no longer needed childcare for my child(ren).",Other,Available providers were not high quality.,2,1,3,4,5,6,"2 children  ","Greater than $150  ","2-year-old ","Work  ","Bus or other public transportation ",10 to 20 minutes,6,6,3,Single,"English ",Very well,"$20,000 to 29,000 ","High school graduate or GED completed ","Employed full-time ",Yes,Hispanic or Latino,Native Hawaiian or Other Pacific Islander
2023-11-30 09:26:51,2023-11-30 09:40:59,IP Address,47.196.87.195,100,847,True,2023-11-30 09:40:59,R_1BV3aXOx4VLY1xI,,,,,27.9448,-82.2409,anonymous,EN,I agree to participate.,Yes,Hillsborough,"My circumstances changed, and I no longer needed childcare for my child(ren).",Other,Other,2,1,5,4,6,3,"2 children  ","$25-50 ","Less than 1 year-old,1-year-old ,2-year-old ,3-year-old ","Work  ","Personal motor vehicle ",20 to 30 minutes,6,6,4,Living with partner in same household,"English ",Very well,"$40,000 to $49,000 ","Some college credit but no degree ","Employed full-time ",No,Hispanic or Latino,Other
2023-11-30 09:56:56,2023-11-30 09:57:17,IP Address,108.234.72.123,100,20,True,2023-11-30 09:57:17,R_12LrIJdaQkQjORH,,,,,30.6617,-87.048,anonymous,EN,I do not wish to participate.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-11-30 12:08:22,2023-11-30 12:08:33,IP Address,107.145.137.146,100,11,True,2023-11-30 12:08:34,R_1n8ElA0hmo0h8lP,,,,,29.2866,-81.0869,anonymous,EN,I agree to participate.,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-11-30 15:27:57,2023-11-30 15:28:15,IP Address,71.146.167.72,100,18,True,2023-11-30 15:28:16,R_11aLKhGiclSnWoN,,,,,30.3498,-87.1655,anonymous,EN,I agree to participate.,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-11-30 15:30:28,2023-11-30 15:30:45,IP Address,172.58.134.74,100,17,True,2023-11-30 15:30:45,R_qJUI6amGBRr4eBz,,,,,25.8696,-80.3073,anonymous,EN,I agree to participate.,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-11-30 15:51:28,2023-11-30 15:54:03,IP Address,72.215.39.197,100,155,True,2023-11-30 15:54:04,R_1plJVDIzKeHU3bA,,,,,30.4198,-86.628,anonymous,EN,I agree to participate.,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-11-30 17:11:07,2023-11-30 17:11:32,IP Address,172.59.104.138,100,24,True,2023-11-30 17:11:33,R_2VqlJo32GRRAPU1,,,,,30.0035,-90.0607,anonymous,EN,I agree to participate.,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-11-30 20:38:09,2023-11-30 20:38:29,IP Address,166.196.58.52,100,20,True,2023-11-30 20:38:30,R_27eBTAPo1FAiqy1,,,,,33.7485,-84.3871,anonymous,EN,I agree to participate.,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-12-01 05:07:38,2023-12-01 05:17:49,IP Address,73.24.89.210,100,610,True,2023-12-01 05:17:50,R_2vYA4IMhcWSgEew,,,,,28.8928,-81.7852,anonymous,EN,I agree to participate.,Yes,Duval,I had trouble finding a provider that met my needs.,Other,"Available providers were not open during the hours I needed.,Available providers were not high quality.,Available providers did not speak my preferred language.,None of the available providers were a good fit for my needs.",4,3,1,2,5,6,"1 child ","$25-50 ","1-year-old ","Home  ","Personal motor vehicle ",Less than 5 minutes,7,10,3,"Married ","Chinese (incl. Mandarin, Cantonese) ",Not well,"Prefer not to answer ","Bachelor’s degree (BA, BS, AB) ","Employed part-time ",No,Not Hispanic or Latino,Asian
2023-12-01 06:01:10,2023-12-01 06:05:18,IP Address,73.148.247.163,100,248,True,2023-12-01 06:05:19,R_yjsh2e17tx1KoIV,,,,,30.2755,-81.5815,anonymous,EN,I agree to participate.,Yes,Duval,I had trouble finding a provider that met my needs.,,I could not find a provider with openings to serve my child/children.,1,2,4,5,3,6,"1 child ","$0-25 ","1-year-old ","Home  ","Personal motor vehicle ",5 to 10 minutes,7am,6pm,6+,"Married ","English ",Very well,"$30,000 to $39,000  ","Some college credit but no degree ","Employed full-time ",No,Hispanic or Latino,White
2023-12-01 07:00:21,2023-12-01 07:01:02,IP Address,104.28.94.192,100,40,True,2023-12-01 07:01:02,R_28YzIOuyj1t60Y8,,,,,28.0395,-81.9498,anonymous,EN,I agree to participate.,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-12-01 07:22:45,2023-12-01 07:23:17,IP Address,174.229.129.185,100,31,True,2023-12-01 07:23:17,R_1MQkMV7YkkdvEap,,,,,28.6344,-81.6221,anonymous,EN,I agree to participate.,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-12-01 07:27:23,2023-12-01 07:27:37,IP Address,35.145.73.139,100,14,True,2023-12-01 07:27:37,R_2DNREJCd0Cc7dRj,,,,,29.0508,-81.2845,anonymous,EN,I agree to participate.,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-12-01 07:29:59,2023-12-01 07:33:35,IP Address,45.31.223.14,100,215,True,2023-12-01 07:33:36,R_1oHfPUrP70BIjox,,,,,30.6617,-87.048,anonymous,EN,I agree to participate.,Yes,Santa Rosa,I had trouble finding a provider that met my needs.,,Other,3,5,2,4,1,6,"2 children  ","$25-50 ","3-year-old ","Home  ","Personal motor vehicle ",5 to 10 minutes,6:30,5,6+,Single,"English ",Very well,"$30,000 to $39,000  ","High school graduate or GED completed ","Employed full-time ",No,Not Hispanic or Latino,"Black or African American,White"
2023-12-01 07:36:28,2023-12-01 07:36:52,IP Address,172.56.96.244,100,24,True,2023-12-01 07:36:53,R_2c113EDNahKAKjw,,,,,27.959,-82.4938,anonymous,EN,I agree to participate.,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-12-01 07:41:08,2023-12-01 07:44:51,IP Address,172.56.96.191,100,222,True,2023-12-01 07:44:51,R_9TgcupSXvKSsLMB,,,,,27.959,-82.4938,anonymous,EN,I agree to participate.,Yes,Pasco,I had trouble finding a provider that met my needs.,Other,"Available providers were not open during the hours I needed.,None of the available providers were a good fit for my needs.,I did not feel comfortable with any available providers.,Other",6,3,2,1,4,5,"1 child ","$25-50 ","Less than 1 year-old,1-year-old ","Work  ","Carpool with friends, family, or coworkers  ",5 to 10 minutes,6,11,2,Single,"English ",Very well,"$20,000 to 29,000 ","High school graduate or GED completed ","Employed full-time ",No,Not Hispanic or Latino,White
2023-12-01 07:52:54,2023-12-01 07:53:09,IP Address,208.184.20.250,100,15,True,2023-12-01 07:53:09,R_23485ajfWHig5ow,,,,,28.5651,-82.3755,anonymous,EN,I agree to participate.,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-12-01 07:57:57,2023-12-01 07:58:05,IP Address,166.198.161.57,100,8,True,2023-12-01 07:58:06,R_10UjlrKtqYXBJtT,,,,,33.7485,-84.3871,anonymous,EN,I do not wish to participate.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-12-01 08:19:01,2023-12-01 08:23:03,IP Address,107.19.8.77,100,242,True,2023-12-01 08:23:04,R_zZsgIlVxWRZ4gG5,,,,,30.6215,-81.5914,anonymous,EN,I agree to participate.,Yes,Nassau,I wanted to stay at my current childcare provider who did not participate in the Florida School Readiness program (ELC voucher/subsidy).,I found alternative care arrangements without using the Florida School Readiness program  (ELC voucher/subsidy).,Available providers were too expensive.,1,2,3,5,6,4,"1 child ","$0-25 ",Less than 1 year-old,"Home  ","Bus or other public transportation ",5 to 10 minutes,3P,6P,2,"Divorced/Separated ","English ",Very well,"$20,000 to 29,000 ","Associate degree (AA, AS) ","Employed full-time ",No,Not Hispanic or Latino,White
2023-12-01 08:24:10,2023-12-01 08:24:57,IP Address,172.56.97.71,100,46,True,2023-12-01 08:24:58,R_2uwZflj5rVByQDK,,,,,28.0508,-82.4484,anonymous,EN,I agree to participate.,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-12-01 08:27:20,2023-12-01 08:27:32,IP Address,72.17.81.42,100,11,True,2023-12-01 08:27:32,R_1YBZFK20ak5W4F3,,,,,28.2282,-82.1805,anonymous,EN,I agree to participate.,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-12-01 08:27:28,2023-12-01 08:27:57,IP Address,173.31.139.222,100,28,True,2023-12-01 08:27:58,R_1jTkSYvei9J4Cyl,,,,,30.6617,-87.048,anonymous,EN,I agree to participate.,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-12-01 08:18:03,2023-12-01 08:27:57,IP Address,172.58.175.112,100,593,True,2023-12-01 08:27:58,R_BQE3fOq8QuhFVHH,,,,,28.5436,-81.3738,anonymous,EN,I agree to participate.,Yes,Polk,I had trouble finding a provider that met my needs.,,Other,1,2,3,4,5,6,"1 child ","$50-75 ","2-year-old ","Work  ","Paid rideshare (for example: Uber, Lyft, etc.)",5 to 10 minutes,5am,"3pm- Midnight ",2,Single,"English ",Very well,"$30,000 to $39,000  ","Some college credit but no degree ","Employed full-time ",No,Not Hispanic or Latino,Black or African American
2023-12-01 08:35:18,2023-12-01 08:40:48,IP Address,172.56.96.229,100,329,True,2023-12-01 08:40:48,R_233RYGGqUP5o14E,,,,,27.959,-82.4938,anonymous,EN,I agree to participate.,Yes,Hillsborough,I had trouble finding a provider that met my needs.,,Available providers were not open during the hours I needed.,1,3,4,2,5,6,"2 children  ","$0-25 ","3-year-old ,4-year-old ","Home  ","Personal motor vehicle ",10 to 20 minutes,5,11,4,"Divorced/Separated ","English ",Very well,"$40,000 to $49,000 ","Some college credit but no degree ","Employed full-time ",Yes,Not Hispanic or Latino,Black or African American
2023-12-01 08:53:24,2023-12-01 08:56:58,IP Address,35.145.145.141,100,214,True,2023-12-01 08:56:59,R_3L5aK3lfGSIjpt6,,,,,27.9032,-82.2911,anonymous,EN,I agree to participate.,Yes,Hillsborough,I had trouble finding a provider that met my needs.,,Other,3,4,1,6,2,5,"1 child ","$0-25 ","1-year-old ","Home  ","Personal motor vehicle ",5 to 10 minutes,6,6,2,"Divorced/Separated ","Russian ",Well,"Less than $14,000 ","Bachelor’s degree (BA, BS, AB) ","Seeking job opportunities ",No,Not Hispanic or Latino,White
2023-12-01 09:13:15,2023-12-01 09:13:44,IP Address,173.168.128.210,100,29,True,2023-12-01 09:13:45,R_2rluVtnKHzxRm2b,,,,,27.9929,-82.403,anonymous,EN,I agree to participate.,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-12-01 09:19:28,2023-12-01 09:19:53,IP Address,198.203.175.237,100,24,True,2023-12-01 09:19:54,R_xbgIe9dccupUHbr,,,,,37.751,-97.822,anonymous,EN,I agree to participate.,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-12-01 09:28:44,2023-12-01 09:28:55,IP Address,97.79.31.154,100,11,True,2023-12-01 09:28:56,R_2dhxkY1g3ycZLg5,,,,,28.0109,-82.4948,anonymous,EN,I agree to participate.,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-12-01 09:24:25,2023-12-01 09:30:40,IP Address,108.191.85.0,100,375,True,2023-12-01 09:30:41,R_DOUuB1jolR5A5aN,,,,,27.96,-82.4614,anonymous,EN,I agree to participate.,Yes,Hillsborough,I had trouble finding a provider that met my needs.,Other,I could not find a provider with openings to serve my child/children.,5,1,3,4,2,6,"1 child ","$0-25 ",Less than 1 year-old,"My other children’s school  ","Bus or other public transportation ",5 to 10 minutes,7,5,4,Single,"English ",Very well,"Less than $14,000 ","High school graduate or GED completed ","Employed full-time ",No,Not Hispanic or Latino,Black or African American
2023-12-01 10:19:20,2023-12-01 10:19:51,IP Address,172.56.76.183,100,30,True,2023-12-01 10:19:51,R_265zAEa9fiZ5drE,,,,,28.5788,-81.4396,anonymous,EN,I agree to participate.,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-12-01 10:19:49,2023-12-01 10:24:27,IP Address,172.56.77.189,100,277,True,2023-12-01 10:24:27,R_1FqV76hQ9U5NNw2,,,,,28.3939,-81.4216,anonymous,EN,I agree to participate.,Yes,Marion,I had trouble finding a provider that met my needs.,Other,I could not find a provider with openings to serve my child/children.,1,2,3,5,4,6,"1 child ","$0-25 ","6-years-old or older  ","Relatives ","Personal motor vehicle ",Less than 5 minutes,2:30,7:00,2,Single,"English ",Very well,"Less than $14,000 ","High school graduate or GED completed ","Prefer not to say ",No,Not Hispanic or Latino,Black or African American
2023-12-01 10:38:19,2023-12-01 10:38:27,IP Address,35.143.218.237,100,7,True,2023-12-01 10:38:28,R_1BVKjs637FXqUHi,,,,,27.9539,-82.2961,anonymous,EN,I agree to participate.,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-12-01 10:39:48,2023-12-01 10:39:57,IP Address,174.229.157.81,100,8,True,2023-12-01 10:39:57,R_b3hKhPOY8I0tenv,,,,,27.9455,-82.4598,anonymous,EN,I agree to participate.,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-12-01 10:40:52,2023-12-01 10:41:13,IP Address,108.190.121.67,100,20,True,2023-12-01 10:41:13,R_RFFu5bRVjm2PQvD,,,,,27.96,-82.4614,anonymous,EN,I agree to participate.,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-12-01 10:41:48,2023-12-01 10:42:24,Spam,108.190.121.67,100,36,True,2023-12-01 10:42:25,R_2q7tDlX7twls5K5,,,,,27.96,-82.4614,anonymous,EN,I agree to participate.,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-12-01 10:37:35,2023-12-01 10:43:07,IP Address,47.203.91.52,100,331,True,2023-12-01 10:43:08,R_1M3urgho39tiVOh,,,,,28.3526,-82.6301,anonymous,EN,I agree to participate.,Yes,Pasco,"My circumstances changed, and I no longer needed childcare for my child(ren).",Other,I did not experience any challenges.,1,2,3,4,6,5,"3 children  ","$25-50 ","6-years-old or older  ","My other children’s school  ","Bus or other public transportation ",Less than 5 minutes,8,6,5,"Divorced/Separated ","English ",Very well,"$30,000 to $39,000  ","9th-12th grade (no high school diploma) ","Seeking job opportunities ",No,Not Hispanic or Latino,White
2023-12-01 10:40:58,2023-12-01 10:48:05,IP Address,174.251.240.196,100,426,True,2023-12-01 10:48:05,R_21oZdhsASVpaYZD,,,,,32.3012,-90.1834,anonymous,EN,I agree to participate.,Yes,Escambia,I had trouble finding a provider that met my needs.,I was no longer eligible for the Florida School Readiness program (ELC voucher/subsidy).,I could not find a provider with openings to serve my child/children.,6,3,1,4,2,5,"3 children  ","Greater than $150  ","3-year-old ,4-year-old ","Home  ","Personal motor vehicle ",5 to 10 minutes,8am,6pm,5,"Divorced/Separated ","English ",Very well,"$30,000 to $39,000  ","High school graduate or GED completed ","Employed full-time ",No,Prefer not to answer,White
2023-12-01 11:35:12,2023-12-01 11:35:46,IP Address,35.145.145.105,100,33,True,2023-12-01 11:35:47,R_RLeLTgn7KjUoish,,,,,27.9032,-82.2911,anonymous,EN,I do not wish to participate.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-12-01 12:39:04,2023-12-01 12:39:38,IP Address,104.28.94.227,100,33,True,2023-12-01 12:39:38,R_2X6Q9ZedEsIDszs,,,,,27.9455,-82.4598,anonymous,EN,I agree to participate.,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-12-01 12:49:19,2023-12-01 12:49:59,IP Address,174.228.161.210,100,39,True,2023-12-01 12:49:59,R_zedhq1wBOAv5uUN,,,,,28.3939,-81.4216,anonymous,EN,I agree to participate.,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-12-01 12:49:48,2023-12-01 12:50:08,IP Address,172.58.128.179,100,19,True,2023-12-01 12:50:08,R_1JD4Dexh6I1bBdw,,,,,25.7793,-80.2088,anonymous,EN,I agree to participate.,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-12-01 12:57:26,2023-12-01 12:57:45,IP Address,107.115.165.15,100,18,True,2023-12-01 12:57:45,R_2arHFFvJickWPpv,,,,,33.7485,-84.3871,anonymous,EN,I agree to participate.,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-12-01 12:57:21,2023-12-01 12:59:47,IP Address,8.14.59.234,100,146,True,2023-12-01 12:59:48,R_1H0rPZ4Bgg6kPp0,,,,,26.1934,-81.7614,anonymous,EN,I agree to participate.,Yes,Collier,I had trouble finding a provider that met my needs.,I found alternative care arrangements without using the Florida School Readiness program  (ELC voucher/subsidy).,I could not find a provider with openings to serve my child/children.,2,1,3,4,5,6,"1 child ","$50-75 ","4-year-old ","Work  ","Personal motor vehicle ",20 to 30 minutes,8,4,6+,Single,"English ",Very well,"$15,000 to 19,000 ","High school graduate or GED completed ","Employed full-time ",Yes,Not Hispanic or Latino,Black or African American
2023-12-01 13:05:24,2023-12-01 13:06:12,IP Address,166.196.58.53,100,48,True,2023-12-01 13:06:12,R_1jUuIRFFtxVxlu0,,,,,33.7485,-84.3871,anonymous,EN,I agree to participate.,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-12-01 13:27:56,2023-12-01 13:29:08,IP Address,50.200.227.250,100,72,True,2023-12-01 13:29:09,R_PZOGRqsKUjep7Md,,,,,26.0178,-80.3423,anonymous,EN,I agree to participate.,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-12-01 13:34:54,2023-12-01 13:35:10,IP Address,35.143.218.237,100,16,True,2023-12-01 13:35:11,R_r6jEAWUsIoFybEB,,,,,27.9539,-82.2961,anonymous,EN,I agree to participate.,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-12-01 13:45:36,2023-12-01 13:46:03,IP Address,172.56.74.242,100,27,True,2023-12-01 13:46:04,R_DeGJtdK2EcUebbr,,,,,28.5788,-81.4396,anonymous,EN,I agree to participate.,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-12-01 13:52:33,2023-12-01 13:56:13,IP Address,172.58.130.127,100,219,True,2023-12-01 13:56:13,R_30ufd48PUGMTSCa,,,,,25.8906,-80.1784,anonymous,EN,I agree to participate.,Yes,Charlotte,I had trouble finding a provider that met my needs.,,I could not find a provider with openings to serve my child/children.,6,1,2,3,4,5,"1 child ","$0-25 ","2-year-old ","Work  ","Personal motor vehicle ",10 to 20 minutes,7,6,2,Single,"English ",Very well,"Less than $14,000 ","High school graduate or GED completed ","Employed part-time ",No,Hispanic or Latino,American Indian or Alaska Native
2023-12-01 14:30:39,2023-12-01 14:30:59,IP Address,107.127.32.37,100,19,True,2023-12-01 14:30:59,R_Y6qQbiotYIEAL9T,,,,,28.6344,-81.6221,anonymous,EN,I agree to participate.,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-12-01 14:33:27,2023-12-01 14:37:20,IP Address,172.56.97.124,100,233,True,2023-12-01 14:37:20,R_2YXTxYTRYkJjbMT,,,,,28.0508,-82.4484,anonymous,EN,I agree to participate.,Yes,Hernando,I had trouble finding a provider that met my needs.,,I could not find a provider with openings to serve my child/children.,1,2,4,3,5,6,"2 children  ","$25-50 ","3-year-old ,5-year-old ","Work  ","Personal motor vehicle ",5 to 10 minutes,7,7,5,Single,"English ",Very well,"$40,000 to $49,000 ","Associate degree (AA, AS) ","Seeking job opportunities ",No,Not Hispanic or Latino,White
2023-12-01 14:48:21,2023-12-01 14:48:37,IP Address,174.211.228.182,100,15,True,2023-12-01 14:48:37,R_2TKVBefJekx7pIy,,,,,28.5815,-81.485,anonymous,EN,I agree to participate.,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-12-01 16:20:45,2023-12-01 16:25:25,IP Address,172.56.75.211,100,280,True,2023-12-01 16:25:26,R_2bNxd0nIte8jfyW,,,,,28.5177,-81.4508,anonymous,EN,I agree to participate.,Yes,Orange,"My circumstances changed, and I no longer needed childcare for my child(ren).",I moved.,"Available providers were too expensive.,Available providers were not conveniently located.,Available providers were not high quality.",4,3,1,2,5,6,"1 child ","$50-75 ","Less than 1 year-old,1-year-old ","Work  ","Personal motor vehicle ",5 to 10 minutes,7:00,6:00,3,Single,"English ",Very well,"$15,000 to 19,000 ","Some college credit but no degree ","Employed full-time ",No,Not Hispanic or Latino,Black or African American
2023-12-01 16:41:41,2023-12-01 16:41:59,IP Address,172.56.97.149,100,18,True,2023-12-01 16:42:00,R_2SHRDYsrBL8dqXT,,,,,28.0508,-82.4484,anonymous,EN,I agree to participate.,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-12-01 16:42:49,2023-12-01 16:46:21,IP Address,172.59.104.35,100,211,True,2023-12-01 16:46:21,R_3LXbnzi9zz761bz,,,,,30.0035,-90.0607,anonymous,EN,I agree to participate.,Yes,Santa Rosa,I had trouble finding a provider that met my needs.,Other,I could not find a provider with openings to serve my child/children.,6,1,2,3,4,5,"2 children  ","$50-75 ","2-year-old ,3-year-old ","Work  ","Walking ",5 to 10 minutes,7,6,4,Living with partner in same household,"English ",Very well,"Less than $14,000 ","9th-12th grade (no high school diploma) ","Employed full-time ",No,Not Hispanic or Latino,White
2023-12-01 17:40:20,2023-12-01 17:43:55,IP Address,35.145.137.99,100,215,True,2023-12-01 17:43:56,R_9mfyKlw5a9j15i9,,,,,27.947,-82.7943,anonymous,EN,I agree to participate.,Yes,Pinellas,I had trouble finding a provider that met my needs.,,I could not find a provider with openings to serve my child/children.,3,2,5,1,4,6,"2 children  ","$50-75 ","6-years-old or older  ","Other location ","Paid rideshare (for example: Uber, Lyft, etc.)",5 to 10 minutes,7,6,4,"Divorced/Separated ","English ",Very well,"$20,000 to 29,000 ","Some college credit but no degree ","Employed full-time ",No,Not Hispanic or Latino,White
